
Host: d-snes-l-dc-01

Timers On : Mon Sep 24 10:08:11 2018
Timers Off: Mon Sep 24 10:08:19 2018

Wall Time:        7.99 seconds

JK: (A|Q)^-1/2              :      0.267u      0.000s      0.077w      1 calls
JK: (Q|mn)                  :      0.083u      0.000s      0.027w      1 calls
JK: (A|mn)^L                :      0.317u      0.000s      0.094w      1 calls
JK: (A|Q)^-1                :      0.250u      0.000s      0.077w      1 calls
JK: (Q|mn)^L                :      0.067u      0.000s      0.022w      1 calls
JK: (A|mn)^R                :      0.367u      0.000s      0.108w      1 calls
HF: Form H                  :      0.000u      0.000s      0.001w      1 calls
HF: Form S/X                :      0.017u      0.000s      0.001w      1 calls
HF: Guess                   :      0.250u      0.000s      0.075w      1 calls
SAD Guess                   :      0.250u      0.000s      0.073w      1 calls
HF: Form G                  :     12.683u      0.167s      3.848w     11 calls
RV: Form V                  :     11.383u      0.033s      3.433w     11 calls
Properties                  :      4.045p                          17088 calls
Functional                  :      1.475p                          17088 calls
V_xc                        :      1.967p                          15664 calls
JK: D                       :      0.000u      0.000s      0.000w     11 calls
JK: USO2AO                  :      0.000u      0.000s      0.000w     11 calls
JK: JK                      :      1.267u      0.133s      0.413w     11 calls
JK: J                       :      0.083u      0.033s      0.024w     11 calls
JK: J1                      :      0.033u      0.033s      0.017w     11 calls
JK: J2                      :      0.033u      0.000s      0.007w     11 calls
JK: K                       :      0.350u      0.033s      0.121w     11 calls
